-5.990000000000000213e+00 8.442095000000000155e-03
-5.969999999999999751e+00 5.645499999999999477e-03
-5.950000000000000178e+00 8.867900000000001476e-03
-5.929999999999999716e+00 8.345305000000000778e-03
-5.910000000000000142e+00 9.529315000000000008e-03
-5.889999999999999680e+00 8.209179999999999949e-03
-5.870000000000000107e+00 8.474390000000000048e-03
-5.849999999999999645e+00 3.663065000000000071e-03
-5.830000000000000071e+00 7.150629999999999833e-03
-5.809999999999999609e+00 2.515371000000000187e-03
-5.790000000000000036e+00 6.539534999999999966e-03
-5.769999999999999574e+00 5.771575000000000143e-03
-5.750000000000000000e+00 3.756940000000000279e-03
-5.730000000000000426e+00 5.111644999999999731e-03
-5.709999999999999964e+00 7.455495000000000351e-03
-5.690000000000000391e+00 4.468149000000000252e-03
-5.669999999999999929e+00 7.549224999999999686e-03
-5.650000000000000355e+00 6.785279999999999437e-03
-5.629999999999999893e+00 1.561279999999999960e-02
-5.610000000000000320e+00 9.439269999999999605e-03
-5.589999999999999858e+00 3.878115000000000121e-03
-5.570000000000000284e+00 9.720150000000000318e-03
-5.549999999999999822e+00 8.121520000000000128e-03
-5.530000000000000249e+00 6.849090000000000386e-03
-5.509999999999999787e+00 9.727369999999999073e-03
-5.490000000000000213e+00 4.478545000000000442e-03
-5.469999999999999751e+00 5.080519999999999828e-03
-5.450000000000000178e+00 4.893274999999999882e-03
-5.429999999999999716e+00 6.787605000000000374e-03
-5.410000000000000142e+00 4.806875000000000384e-03
-5.389999999999999680e+00 6.271254999999999885e-03
-5.370000000000000107e+00 8.012769999999998921e-03
-5.349999999999999645e+00 1.077819999999999993e-02
-5.330000000000000071e+00 6.232700000000000740e-03
-5.309999999999999609e+00 6.456169999999999791e-03
-5.290000000000000036e+00 1.045530000000000070e-02
-5.269999999999999574e+00 7.280734999999999985e-03
-5.250000000000000000e+00 4.788274999999999823e-03
-5.230000000000000426e+00 6.751119999999999344e-03
-5.209999999999999964e+00 9.742779999999999496e-03
-5.190000000000000391e+00 7.014804999999999825e-03
-5.169999999999999929e+00 7.559970000000000925e-03
-5.150000000000000355e+00 9.448289999999999814e-03
-5.129999999999999893e+00 1.167549999999999838e-02
